ID,Caption,Date,Era,Facts,Sources,Conflicts
cannes-lions-spotify-beach-2018-06,"CHVRCHES at Cannes Lions Spotify Beach, Cannes, June 2018",,Love Is Dead,"- CHVRCHES performed at Spotify Beach on La Croisette at the Cannes Lions International Festival of Creativity during the week of approximately 2018-06-18 to 2018-06-22 (article published 2018-06-25, describing the festival as having just concluded); the booking appears in a trade/marketing publication and is not documented elsewhere in the corpus. [1]
- CHVRCHES performed at Spotify Beach on the same bill as rapper Travis Scott; the article describes both acts as keeping ""the crowd dancing late into the night,"" with Travis Scott ending the night with a bar-top performance. [1]
- Spotify hosted two nights of beachside music at the festival, described as oceanside parties on Tuesday and Wednesday evenings of the festival week (approximately 2018-06-19 and 2018-06-20); The Killers performed a set of greatest hits on one of these nights. [1]",1. brandingforum.org-news-spotify-cannes-lions-recognised
parasio-festival-madrid-2019-06,"CHVRCHES at Paraíso Festival, Madrid — 14 June 2019",14.06.2019,Love Is Dead,"- CHVRCHES performed at Paraíso Festival in Madrid on 2019-06-14, as part of the Love Is Dead touring cycle; the date was confirmed by the British Council Spain interview preamble (""In anticipation of the performance of CHVRCHES at Madrid's Paraíso Festival on June 14th""), with Lauren Mayberry also describing it as ""in two weeks time"" from the interview conducted in late May 2019. [1]
- Mayberry noted Spain was a country the band did not get to visit as often as they would like. [1]
- Mayberry described Spanish festival crowds favourably: ""the Spanish festival crowds are always really, really good fun and really up for it… it feels like real music fans who are really there for a proper experience."" [1]",1. www.youtube.com-watch-v-4JQMUksLOTE
chvrches-ancienne-belgique-2013,"CHVRCHES at Ancienne Belgique, Brussels, 2013",,The Bones of What You Believe,- CHVRCHES performed at Ancienne Belgique in Brussels in 2013; five live tracks recorded at this show were included on The Bones of What You Believe 10th Anniversary Special Edition (released October 2023). [1],1. www.broadwayworld.com-bwwmusic-article-CHVRCHES-Release-10-Year-Anniversary-Special-Edition-Of-The-Bones-Of-What-You-Believe-20231020
iain-cook-protection,"Iain Cook — Solo Project ""Protection""",,SEEDS,"- Iain Cook has a solo project called ""Protection,"" active as of October 2023; it is mentioned alongside Lauren Mayberry's solo endeavour in the BroadwayWorld anniversary-edition press release (2023-10-20) as one of the band members' ""various solo projects."" No further details — genre, label, or release information — are available from this source. [1]",1. www.broadwayworld.com-bwwmusic-article-CHVRCHES-Release-10-Year-Anniversary-Special-Edition-Of-The-Bones-Of-What-You-Believe-20231020
chvrches-brooklyn-bowl-las-vegas-2021-12-11,"CHVRCHES at Brooklyn Bowl Las Vegas, 11 December 2021",11.12.2021,Screen Violence,"- CHVRCHES performed at Brooklyn Bowl Las Vegas (The Linq Promenade, Las Vegas, NV) on Saturday, 2021-12-11; Donna Missal was billed as special guest. [1]
- The show had an 18+ age restriction; doors opened at 7:30 PM. [1]
- Ticket pricing was tiered: $31.00 General Admission (advance), $34.00 General Admission (week of show), $36.00 General Admission (day of show), and $51.00 Club Level; all prices included Nevada's 9% Live Entertainment Tax. [1]
- COVID-19 entry protocols were in effect: attendees were required to provide proof of either full vaccination (card or photo with matching ID, at least two weeks prior to the show) or a negative PCR or antigen COVID-19 test administered within 72 hours of the show date; at-home tests were not accepted; acceptable vaccines included Pfizer, Moderna, Johnson & Johnson, and WHO-authorised vaccines. [1]
- Masks were required to be worn at all times for attendees regardless of vaccination status, except while actively eating or drinking; all Brooklyn Bowl staff were fully vaccinated and masked inside the venue. [1]",1. www.brooklynbowl.com-events-detail-chvrches-with-special-guest-donna-missal-11074425
radio-city-music-hall-nyc-2019-07-11,"CHVRCHES at Radio City Music Hall, New York City, 11 July 2019",11.07.2019,Love Is Dead,"- CHVRCHES performed at Radio City Music Hall in New York City on 2019-07-11 as part of their North American tour. [1,2]
- Charly Bliss opened for CHVRCHES at Radio City Music Hall on 2019-07-11. [1,2]","1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
2. www.brooklynvegan.com-whats-going-on-friday-174"
pioneer-works-converge-2019-07-12,"CHVRCHES at Pioneer Works / Nissan Converge, Brooklyn, 12 July 2019",12.07.2019,Love Is Dead,"- CHVRCHES performed a free show at Pioneer Works in Brooklyn on 2019-07-12 as part of Nissan's ""Converge"" event, billed as ""a celebration and exploration of technology and creativity""; entry was free with RSVP, subject to capacity. [1,2]
- CHVRCHES were scheduled to perform at 9:00pm as the headline act at Converge, with the event running from noon to midnight. [1]
- The Nissan Converge event featured panel discussions (Future of Transportation, Technology of Racing, Designing to the Moon and Back), workshops (VRBAR Tilt Brush, Beyond Meat), keynote addresses by Allyson Witherspoon and Jen Lewin, and art installations by Dustin Yellin, Jen Lewin, Christopher Willits, and others. [1]","1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
2. www.brooklynvegan.com-whats-going-on-friday-174"
basilica-block-party-2019-07-13,"CHVRCHES at Basilica Block Party, Minneapolis, 13 July 2019",13.07.2019,Love Is Dead,"- CHVRCHES performed at the Basilica Block Party in Minneapolis, Minnesota on 2019-07-13 as part of their North American tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
electric-castle-festival-2019-07-18,"CHVRCHES at Electric Castle Festival, Bonțida, Romania, 18 July 2019",18.07.2019,Love Is Dead,"- CHVRCHES performed at Electric Castle Festival in Bonțida, Romania on 2019-07-18 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
latitude-festival-2019-07-18,"CHVRCHES at Latitude Festival, Beccles, UK, 18 July 2019",18.07.2019,Love Is Dead,"- CHVRCHES performed at Latitude Festival in Beccles, United Kingdom on 2019-07-18 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
belladrum-festival-2019-08,"CHVRCHES at Belladrum Festival, Beaufort, UK, August 2019",,Love Is Dead,"- CHVRCHES performed at Belladrum Festival in Beaufort, United Kingdom across the event's run of 2019-08-01 to 2019-08-03, as part of their European tour; the specific performance date within the festival window is not confirmed in this source. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
beatyard-dublin-2019-08-04,"CHVRCHES at Beatyard, Dublin, 4 August 2019",04.08.2019,Love Is Dead,"- CHVRCHES performed at Beatyard in Dublin, Ireland on 2019-08-04 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
sziget-festival-2019-08-08,"CHVRCHES at Sziget Festival, Budapest, 8 August 2019",08.08.2019,Love Is Dead,"- CHVRCHES performed at Sziget Festival in Budapest, Hungary on 2019-08-08 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
grape-festival-piestany-2019-08-09,"CHVRCHES at Grape Festival, Piestany, Slovakia, 9 August 2019",09.08.2019,Love Is Dead,"- CHVRCHES performed at the Grape Festival in Piestany, Slovakia on 2019-08-09 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
edinburgh-summer-sessions-2019-08-11,"CHVRCHES at Edinburgh Summer Sessions, 11 August 2019",11.08.2019,Love Is Dead,"- CHVRCHES performed at Edinburgh Summer Sessions in Edinburgh, United Kingdom on 2019-08-11 as part of their European tour. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
smart-araneta-coliseum-manila-2019-08-13,"CHVRCHES at Smart Araneta Coliseum, Manila, 13 August 2019",13.08.2019,Love Is Dead,"- ⚠️ Conflicts with: [1], fact ""CHVRCHES performed at Smart Araneta Coliseum in Manila, Philippines on 2019-08-13 as part of their Asian tour leg."" — [1] (BrooklynVegan) pre-dated the cancellation, listing Manila as an upcoming tour date; the show was subsequently cancelled before it took place.
- CHVRCHES cancelled their planned show at Smart Araneta Coliseum in Manila, Philippines, which had been scheduled for 2019-08-13 as part of their *Love is Dead Asia Tour 2019*. The cancellation was cited as ""due to unforeseen circumstances"" with no further detail provided by the band. [2]
- The cancellation was announced on 2019-07-12 through the Facebook page of local promoter Ovation Productions. [2]
- CHVRCHES issued the following statement regarding the cancellation: ""We'd like to apologize to all our fans that had already purchased tickets and we'll be posting full ticket refund details here very soon."" [2]
- The cancelled show would have been CHVRCHES' third visit to the Philippines; their first was a solo concert in 2014, and their second was an appearance at GoodVybes Fest in 2016. [2]","1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
2. www.rappler.com-entertainment-music-231158-chvrches-manila-concert-august-2019"
yoursummer-festival-incheon-2019-08-15,"CHVRCHES at Music Festival Yoursummer, Incheon, South Korea, 15 August 2019",15.08.2019,Love Is Dead,"- CHVRCHES performed at Music Festival Yoursummer in Incheon, South Korea on 2019-08-15 as part of their Asian tour leg. [1]",1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
summer-sonic-2019,"CHVRCHES at Summer Sonic 2019, Osaka and Tokyo",,Love Is Dead,"- CHVRCHES performed at Summer Sonic in Osaka, Japan on 2019-08-17 and in Tokyo, Japan on 2019-08-18 as part of their Asian tour leg. [1]
- The 2019-08-18 Tokyo Summer Sonic show became the final date of CHVRCHES' Asian tour leg; their subsequent show at AsiaWorld-Expo, Hong Kong on 2019-08-20 was cancelled due to pro-democracy protests disrupting Hong Kong's airport operations. [2]","1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
2. www.billboard.com-music-music-news-chvrches-cancel-hong-kong-concert-amid-airport-protest-8527470"
asiaworld-expo-hong-kong-2019-08-20,"CHVRCHES at AsiaWorld-Expo, Hong Kong, 20 August 2019 (Cancelled)",20.08.2019,Love Is Dead,"- CHVRCHES performed at AsiaWorld-Expo in Sha Tau Kok Tan Ka, Hong Kong on 2019-08-20 as part of their Asian tour leg. [1]
  - ⚠️ Conflicts with: [2], which is an AP wire report published 2019-08-15 — five days before the scheduled show — confirming the concert was cancelled due to pro-democracy protests that forced Hong Kong's airport to shut down. Source [1] (BrooklynVegan, published before the cancellation) listed Hong Kong as an upcoming tour date; the original extractor appears to have incorrectly rendered this as a confirmed performance.
- CHVRCHES cancelled their scheduled 2019-08-20 concert at AsiaWorld-Expo in Hong Kong, citing ""unforeseen circumstances""; the cancellation was announced on 2019-08-13, two days before the AP wire report published on 2019-08-15. [2]
- The cancelled Hong Kong show was to have been CHVRCHES' first solo concert in Hong Kong. [2]
- The cancellation occurred amid pro-democracy protests that forced Hong Kong's airport to shut down operations for a second day; at least three overseas performer concerts were cancelled in the same period, including shows by K-pop act Kang Daniel and American singer-songwriter Alec Benjamin. [2]","1. www.brooklynvegan.com-chvrches-add-free-brooklyn-show-this-week-after-radio-city
2. www.billboard.com-music-music-news-chvrches-cancel-hong-kong-concert-amid-airport-protest-8527470",Exist
